文本;真实一级评论数;真实点赞数;边数;最大边数;集群密度
名日本民众起诉日本政府及东电近日，来自日本福岛县、宫城县等地的约名民众日向福岛地方法院起诉日本中央政府和东京电力公司，要求其叫停月启动的福岛第一核电站核污水排海计划。原告方律师团称，这是日本全国首起有关叫停核污水排海的诉讼。起诉书称，原告认为核污水排海侵犯了日本民众平稳生活的权利，渔业从业者维系生计面临困难，因此要求日本原子能规制委员会取消排海许可，禁止东电继续将核污水排放入海。（澎湃新闻）麦穗财经的微博视频;8;12;20;9387;0.002130606157451795
日本核污染水首次排海今日结束不要让日本排放核污水热度降下去;1;1;2;9387;0.0002130606157451795
日本首次核污染水排海日结束据《产经新闻》日报道，日本东京电力公司当天将完成福岛第一核电站核污染水首次约吨的海洋排放。预计第二次排放最早将于本月下旬开始。日本第批核污水排海或月底开始（央视新闻客户端）;1;3;4;9387;0.000426121231490359
日本欧洲中国日本核污水几千吨已经排放了，欧美为什么不反对？因为他们早就排放了，大西洋边上的挪威海，美国的墨西哥湾，美国在太平洋岛屿上的星星点点，日本早在核污水排放之前就红彤彤了，只有中国海域，干干净净;1;0;1;9387;0.00010653030787258975
日本核污染水首次排海今日结束日本核污染水首次排海今日结束。首次排放大约排了吨，第次排放可能在月下旬。日本核污水排海祸害的不仅仅是全球，首先祸害的是它自己。日本已经连健康和经济都同时丢掉了。云中漫步艺术画廊超话云中漫步原创诗画的微博视频;2;7;9;9387;0.0009587727708533077
日本排放核污水不买一分日货超话反对日货拒绝日货;1;0;1;9387;0.00010653030787258975
你们没人发现吗？最近出现的事件一连接着一个，日本排放核污水、和的、疯马秀、进而李佳琦花西子事件，真的一个接着一个，但是来一个我们就会自动把目光放在新的热点之上，旧的热点会慢慢被忽略。;2;11;13;9387;0.0013848940023436667
日本核污染水首次排海今日结束日本首次排海结束了，日本已排放超吨核污染水，从日本核污水开始排放到现在，大家有没有注意点到一个点以前那些整天嚷嚷着要搞环保、动保的，几乎各个鸦雀无声。网络上反对的声量越大，他们拿到的封口费就越大，这是一种压力，唯一化解的方式就是，得加钱，需要大家共同发声，拒绝麻木，不做冷漠的看客能传播信息的尽量传播，让国内外更多的人知道日本的罪证;4;51;55;9387;0.005859166932992437
日本核污染水首次排海今日结束联合国人权理事会：将重点讨论日本排放核污染水联合国第届人权理事会将于月日到月日在日内瓦万国宫召开，本次会议主席回答凤凰卫视记者提问时透露，由于日本排放福岛核污水事件在全球舆论不断发酵，引起人权领域强烈关注，本届会议的与会各国将着重讨论相关问题。而在此之前，第届会议有毒核废料特别报告、用水安全报告，第届环境和食物问题特别报告，第届健康问题特别报告，以及“日本人权机制普遍定期审议”中都数次谴责了核污水排放。（凤凰卫视张博谛日内瓦报道）凤凰卫视的微博视频;8;59;67;9387;0.007137530627463513
日本核污染水首次排海今日结束联合国人权理事会：将重点讨论日本排放核污染水联合国第届人权理事会将于月日到月日在日内瓦万国宫召开，本次会议主席回答凤凰卫视记者提问时透露，由于日本排放福岛核污水事件在全球舆论不断发酵，引起人权领域强烈关注，本届会议的与会各国将着重讨论相展开;4;59;63;9387;0.006711409395973154
日本首相岸田文雄表示很多国家赞扬他们排放核污水透明、安全的，并表示继续敦促中国结束对日本海鲜进口的禁令日本核污染水首次排海今日结束墨染诗婳的微博视频;-26;324;298;9387;0.031746031746031744
联合国将重点讨论日本核污水排海，希望你们屁股坐正了蛟龙军事联合国人权理事会：将重点讨论日本排放核污染水网友：讨论一下，还是，做出点成绩出来难舍深蓝的微博视频;176;1051;1227;9387;0.13071268775966763
东北亚共同社：福岛、宫城、岩手、茨城、千叶、东京、新潟等地居民就核污水排海起诉日本政府和东电，并要求日本原子能规制委员会取消排海许可，禁止东电公司继续将核污染水排放入海。起诉书称，“实施故意污染环境的行为是违法行为，不能容许”。律师团称，“核污水排海是过失造成事故之后故意实施的新加害行为”。;4;37;41;9387;0.0043677426227761796
日本核污染水首次排海今日结束九月下旬还要第二次排放核污水？爆富吧，让海水倒灌回去，让小日本自己喝了;26;1460;1486;9387;0.15830403749866837
花西子我一直以为是国货来着，因为设计都比较古风。没想到工厂在日本，我了个去。日本排放核污水可不敢用它的产品了。;1;0;1;9387;0.00010653030787258975
日本核污染水首次排海今日结束这是小日子核污水排放的第天，已排放超吨核污染水，月下旬还有第二轮。太平洋在哭泣;0;74;74;9387;0.007883242782571642
日本核污水最早月下旬开始第二次排放日本核污水第一次排海今日将结束据国际时讯报道：据日本产经新闻报道，“东京电力公司今天将完成福岛第一核电站核污染水首次约吨的海洋排放”。东电称，在进行相关确认和设备检查后，最早将于本月下旬开始第二次排放。;1;0;1;9387;0.00010653030787258975
日本核污染水首次排海今日结束日媒宣布，福岛核污水的首轮排放已于今天结束，本轮被排入大海的核污水共计吨;73;992;1065;9387;0.11345477788430809
最新发布：日本今天将完成第一轮核污水排海，共计约吨第二轮排放安排在本月下旬;9;20;29;9387;0.0030893789283051028
日本核污水排海“地球之殇”背景北京时间月日中午点（日本当地时间点），日本福岛第一核电站启动核污染水排海，预估排放时间将长达年，从直播实时画面可以看到，排放现场海水已呈现出两种颜色。重建人与自然平衡保护海洋生态环境人人公益节为爱捐赠，请点击展开;1;1;2;9387;0.0002130606157451795
日本核污染水首次排海今日结束日本核污水最早月下旬开始第二次排放据日本产经新闻报道，“东京电力公司今天将完成福岛第一核电站核污染水首次约吨的海洋排放”。东电称，在进行相关确认和设备检查后，最早将于本月下旬开始第二次排放。;2;97;99;9387;0.010546500479386385
日本核污染水首次排海今日结束日本核污染水第二次排海或月下旬开始日本至少还要排放核污水年，不要放弃抗议啊;1;1;2;9387;0.0002130606157451795
日本核污水第一次排海今天结束据国际时讯援引日本产经新闻报道，“东京电力公司今天将完成福岛第一核电站核污染水首次约吨的海洋排放”。东电称，在进行相关确认和设备检查后，最早将于本月下旬开始第二次排放。人民视频的微博视频;7;47;54;9387;0.005752636625119847
“中国的二氧化碳排放量占全球的成”又想以环保之名限制中国发展了杨哥逐日日本的核污水排放量世界第一。中国今年新能源装机首次超过火电，增加绿电的目标上一直在前进，倒是有些国家在核污水排海。;1;118;119;9387;0.01267710663683818
日本核污染水首次排海今日结束没什么可多说的。我还是那句话，能抵制的继续抵制。勿以善小而不为。抵制对日本来说，其实是很疼的。不然的话，也不会我们一停止进口日本产品，岸田文雄就急得滋哇乱叫，还要到去投诉我们。我们或许阻止不了日本排放核污水，但我们能做的却是让日本感觉到疼。这件事情本身很有意义。;18;740;758;9387;0.08074997336742303
日本核污染水首次排海今日结束核污水首次排海就排放了吨，不知道该说啥了，小日本早日毁灭。;26;591;617;9387;0.06572919995738788
日本核污染水首次排海今日结束这是日本核污水排放的第天，日本已排放超吨核污染水，月下旬还有第二轮，我们一起顶顶热度，要坚持抵制日货，而不是越到后面越消极，一个人的声音很小，需要大家共同发声，拒绝麻木，不做冷漠的看客能传播信息的尽量传播，让国内外更多的人知道日本的罪证;34;1703;1737;9387;0.1850431447746884
