用户名;评论内容;评论时间;IP属地;帖子账号粉丝数;一级账号粉丝数;评论属地;评论点赞数;发布时间;链接;发布者;评论数;点赞数;转发数;文本;发布者;评论文本;标记
Kim Kiefl-Wiedrich;bs;2024-06-18T23:17:00;;;;;;2024-06-19T09:32:43;https://facebook.com/story.php?story_fbid=pfbid0Y6sZXCpvNMXyk2mSa4zYeHxMDj654AXj9zZoubXvH2uzYgwTnqBnwDUHzhnRN1irl&id=100067161452140;Sportskeeda Pro Football;56;96;11;"While testifying on NFL Sunday Ticket, Roger Goodell said the reason the league sold the Thursday night games that were once exclusive to the NFL Network was because of the broadcast quality, which was ""below standards that the networks had set.""

Via Front Office Sports.

#NFL #TNF #RogerGoodell";Sportskeeda Pro Football;;0
Joshua Bennett;How is this 🤡 in charge of anything…? Lifestyle of the Rich and the yes man….just goes to show, the NFL owners don’t care about the Shield, they care about the $$;2024-06-18T23:57:00;;;;;;2024-06-19T09:32:43;https://facebook.com/story.php?story_fbid=pfbid0Y6sZXCpvNMXyk2mSa4zYeHxMDj654AXj9zZoubXvH2uzYgwTnqBnwDUHzhnRN1irl&id=100067161452140;Sportskeeda Pro Football;56;96;11;"While testifying on NFL Sunday Ticket, Roger Goodell said the reason the league sold the Thursday night games that were once exclusive to the NFL Network was because of the broadcast quality, which was ""below standards that the networks had set.""

Via Front Office Sports.

#NFL #TNF #RogerGoodell";Sportskeeda Pro Football;;0
Chuck Swiger;Bs;2024-06-18T23:20:00;;;;;;2024-06-19T09:32:43;https://facebook.com/story.php?story_fbid=pfbid0Y6sZXCpvNMXyk2mSa4zYeHxMDj654AXj9zZoubXvH2uzYgwTnqBnwDUHzhnRN1irl&id=100067161452140;Sportskeeda Pro Football;56;96;11;"While testifying on NFL Sunday Ticket, Roger Goodell said the reason the league sold the Thursday night games that were once exclusive to the NFL Network was because of the broadcast quality, which was ""below standards that the networks had set.""

Via Front Office Sports.

#NFL #TNF #RogerGoodell";Sportskeeda Pro Football;;0
Justin Bellah;As much as people don’t like Jerry jones he was trying to get rid of him. patriots fans your boy Kraft is the reason he’s still here!;2024-06-18T23:20:00;;;;;;2024-06-19T09:32:43;https://facebook.com/story.php?story_fbid=pfbid0Y6sZXCpvNMXyk2mSa4zYeHxMDj654AXj9zZoubXvH2uzYgwTnqBnwDUHzhnRN1irl&id=100067161452140;Sportskeeda Pro Football;56;96;11;"While testifying on NFL Sunday Ticket, Roger Goodell said the reason the league sold the Thursday night games that were once exclusive to the NFL Network was because of the broadcast quality, which was ""below standards that the networks had set.""

Via Front Office Sports.

#NFL #TNF #RogerGoodell";Sportskeeda Pro Football;;0
Ted Tsiboukas;That's BS;2024-06-18T23:24:00;;;;;;2024-06-19T09:32:43;https://facebook.com/story.php?story_fbid=pfbid0Y6sZXCpvNMXyk2mSa4zYeHxMDj654AXj9zZoubXvH2uzYgwTnqBnwDUHzhnRN1irl&id=100067161452140;Sportskeeda Pro Football;56;96;11;"While testifying on NFL Sunday Ticket, Roger Goodell said the reason the league sold the Thursday night games that were once exclusive to the NFL Network was because of the broadcast quality, which was ""below standards that the networks had set.""

Via Front Office Sports.

#NFL #TNF #RogerGoodell";Sportskeeda Pro Football;;0
Thomas Botsford;Is all about player safety. Meaning $$;2024-06-18T23:19:00;;;;;;2024-06-19T09:32:43;https://facebook.com/story.php?story_fbid=pfbid0Y6sZXCpvNMXyk2mSa4zYeHxMDj654AXj9zZoubXvH2uzYgwTnqBnwDUHzhnRN1irl&id=100067161452140;Sportskeeda Pro Football;56;96;11;"While testifying on NFL Sunday Ticket, Roger Goodell said the reason the league sold the Thursday night games that were once exclusive to the NFL Network was because of the broadcast quality, which was ""below standards that the networks had set.""

Via Front Office Sports.

#NFL #TNF #RogerGoodell";Sportskeeda Pro Football;;0
Bill Bratchell;What a phony says he cares about the fans while he keeps sending games to pay apps he”a douche;2024-06-18T23:29:00;;;;;;2024-06-19T09:32:43;https://facebook.com/story.php?story_fbid=pfbid0Y6sZXCpvNMXyk2mSa4zYeHxMDj654AXj9zZoubXvH2uzYgwTnqBnwDUHzhnRN1irl&id=100067161452140;Sportskeeda Pro Football;56;96;11;"While testifying on NFL Sunday Ticket, Roger Goodell said the reason the league sold the Thursday night games that were once exclusive to the NFL Network was because of the broadcast quality, which was ""below standards that the networks had set.""

Via Front Office Sports.

#NFL #TNF #RogerGoodell";Sportskeeda Pro Football;;0
Mike Syers;"Lol
Fox has terrible quality";2024-06-18T23:20:00;;;;;;2024-06-19T09:32:43;https://facebook.com/story.php?story_fbid=pfbid0Y6sZXCpvNMXyk2mSa4zYeHxMDj654AXj9zZoubXvH2uzYgwTnqBnwDUHzhnRN1irl&id=100067161452140;Sportskeeda Pro Football;56;96;11;"While testifying on NFL Sunday Ticket, Roger Goodell said the reason the league sold the Thursday night games that were once exclusive to the NFL Network was because of the broadcast quality, which was ""below standards that the networks had set.""

Via Front Office Sports.

#NFL #TNF #RogerGoodell";Sportskeeda Pro Football;;0
Elvis Ndum;Is America and Europe in general sending weapons to Ukraine?;2024-05-22T23:03:00;;;;;;2024-05-23T12:31:30;https://facebook.com/story.php?story_fbid=pfbid021S9k5uAtCE2n9WkehVDz77R1FXiC44LAkrHCSyURhBitgWJj9ekqNNFHSuKaW3Sel&id=100066875501057;WION;3;29;2;"Is China sending 'lethal' aid to Russia? Here's what the UK Defence Secretary has to say

#RussiaChina #UKNews";WION;;0
Kazembe Winesi;Nothing problem they working together;2024-05-22T23:42:00;;;;;;2024-05-23T12:31:30;https://facebook.com/story.php?story_fbid=pfbid021S9k5uAtCE2n9WkehVDz77R1FXiC44LAkrHCSyURhBitgWJj9ekqNNFHSuKaW3Sel&id=100066875501057;WION;3;29;2;"Is China sending 'lethal' aid to Russia? Here's what the UK Defence Secretary has to say

#RussiaChina #UKNews";WION;;0
Zillaman Cry;Why worried they are also sending weapons to ISRAEL SO WHAT;2024-05-22T23:04:00;;;;;;2024-05-23T12:31:30;https://facebook.com/story.php?story_fbid=pfbid021S9k5uAtCE2n9WkehVDz77R1FXiC44LAkrHCSyURhBitgWJj9ekqNNFHSuKaW3Sel&id=100066875501057;WION;3;29;2;"Is China sending 'lethal' aid to Russia? Here's what the UK Defence Secretary has to say

#RussiaChina #UKNews";WION;;0
Miles de Priest;"China picking a war against Taiwan will only increase the economy of the West but destroy the Chinese long-term investment. China is already struggling and I don't think it will be reasonable to pick a war against anyone.
If China pick a war, their merchant vessels will be stacked up for a very long time.
Imagine causing the displacement of 1.4 bn people.
This was how Hong Kong and Taiwan were born and another war will further split China.. Chinese themselves are furious and need freedom and this might be an opportunity to strike against their own government";2024-05-22T23:57:00;;;;;;2024-05-23T13:22:37;https://facebook.com/story.php?story_fbid=pfbid02mp8BQaX4wLVyZ9ZzgVMfkuoFcc4PTCj5pr8HZH8tPGrUFavqGsWYbZ8iQhFsSvtzl&id=100066875501057;WION;5;25;1;"Is China rehearsing the Taiwan war?

Watch #Gravitas with Molly Gambhir

Today 9 PM IST | 3:30 PM GMT

#ChinaTaiwan";WION;;0
Aminu Aku;About time;2024-05-22T23:50:00;;;;;;2024-05-23T13:22:37;https://facebook.com/story.php?story_fbid=pfbid02mp8BQaX4wLVyZ9ZzgVMfkuoFcc4PTCj5pr8HZH8tPGrUFavqGsWYbZ8iQhFsSvtzl&id=100066875501057;WION;5;25;1;"Is China rehearsing the Taiwan war?

Watch #Gravitas with Molly Gambhir

Today 9 PM IST | 3:30 PM GMT

#ChinaTaiwan";WION;;0
Alfie Tan;The world is better without Iran, north Korea china and Russia;2024-05-22T23:54:00;;;;;;2024-05-23T13:22:37;https://facebook.com/story.php?story_fbid=pfbid02mp8BQaX4wLVyZ9ZzgVMfkuoFcc4PTCj5pr8HZH8tPGrUFavqGsWYbZ8iQhFsSvtzl&id=100066875501057;WION;5;25;1;"Is China rehearsing the Taiwan war?

Watch #Gravitas with Molly Gambhir

Today 9 PM IST | 3:30 PM GMT

#ChinaTaiwan";WION;;0
Padilla Mon;China puro panakot sila;2024-05-22T23:57:00;;;;;;2024-05-23T13:22:37;https://facebook.com/story.php?story_fbid=pfbid02mp8BQaX4wLVyZ9ZzgVMfkuoFcc4PTCj5pr8HZH8tPGrUFavqGsWYbZ8iQhFsSvtzl&id=100066875501057;WION;5;25;1;"Is China rehearsing the Taiwan war?

Watch #Gravitas with Molly Gambhir

Today 9 PM IST | 3:30 PM GMT

#ChinaTaiwan";WION;;0
Kish Shahlock;This communist country has problems with all his neighbouring country, invaded Tibet and Mongolia etc;2024-05-22T23:54:00;;;;;;2024-05-23T13:22:37;https://facebook.com/story.php?story_fbid=pfbid02mp8BQaX4wLVyZ9ZzgVMfkuoFcc4PTCj5pr8HZH8tPGrUFavqGsWYbZ8iQhFsSvtzl&id=100066875501057;WION;5;25;1;"Is China rehearsing the Taiwan war?

Watch #Gravitas with Molly Gambhir

Today 9 PM IST | 3:30 PM GMT

#ChinaTaiwan";WION;;0
The Daily Star;"https://
www.thedailystar
.net/
tech-startup/
news/
nvidia-eclipses-
microsoft-world
s-most-valuable
-company-363668
1";2024-06-18T23:33:00;;;;;;2024-06-19T09:46:19;https://facebook.com/story.php?story_fbid=pfbid0tqAcpNhnnec3mkWJ8CJnXD8N88bKBVkUmo95SmbqAfFfGBUtT6kyLyGMSTKNBwC9l&id=100068138646701;The Daily Star;2;77;1;"Nvidia has become the world's most valuable company, dethroning tech-heavyweight Microsoft.

More in comment 👇";The Daily Star;;0
Md Abuhurayra;Md Abuhurayra;2024-06-18T23:54:00;;;;;;2024-06-19T09:46:19;https://facebook.com/story.php?story_fbid=pfbid0tqAcpNhnnec3mkWJ8CJnXD8N88bKBVkUmo95SmbqAfFfGBUtT6kyLyGMSTKNBwC9l&id=100068138646701;The Daily Star;2;77;1;"Nvidia has become the world's most valuable company, dethroning tech-heavyweight Microsoft.

More in comment 👇";The Daily Star;;0
Sirajo Ladan;Thank you;2024-06-16T00:00:00;;;;;;2024-06-16T21:25:41;https://facebook.com/story.php?story_fbid=pfbid02K4NbN6sv7ovtB9XsBdxbqU9WGLgKLqgucvCdgx1eAztk5JNeXyc5AEjSseyvnqqol&id=100000682863575;Mohammad Kabir Idris;1;10;0;"21 AI tools for cybersecurity and threat detection:

1. Darktrace
2. SentinelOne
3. CrowdStrike
4. Cylance AI
5. Sophos Intercept X
6. McAfee AI
7. IBM QRadar AI
8. Splunk Enterprise Security
9. Rapid7 InsightIDR
10. FireEye Helix
11. Palo Alto Networks Cortex XDR
12. Symantec AI
13. Fortinet FortiAI
14. ExtraHop Reveal(x)
15. Securonix
16. Forcepoint Behavioral Analytics
17. Cisco Secure Endpoint
18. RSA NetWitness
19. Vectra AI
20. LogRhythm
21. ChatGPT

Credit: Bashar Gulumbe.";Mohammad Kabir Idris;;0
Sherlock Joseph;Taiwan needs to have nuclear weapons as a deterrence. No country that have nuclear weapons and the means to deploy them will be attacked. The USA will not fight for Taiwan. They will give military assistance and advice but will not physically fight with China. Learn from Russia/Ukraine war. Taiwan is not Israel.;2024-05-22T23:58:00;;;;;;2024-05-23T08:31:01;https://facebook.com/story.php?story_fbid=pfbid0HDYxDtFyDswmUatSR1NyVRaEvyyWwBYFifWhhvMZfLZTmhzwsJWMnSoKqWB4fSiKl&id=100059551808655;CNN International;54;124;10;China’s People’s Liberation Army said it launched joint military drills involving the army, navy, air force and rocket force in areas around Taiwan at 7.45 a.m. on Thursday.;CNN International;;0
Jumah Anthony;USA will come closer to you and there nothing you will do about it;2024-05-22T20:00:00;;;;;;2024-05-23T08:31:01;https://facebook.com/story.php?story_fbid=pfbid0HDYxDtFyDswmUatSR1NyVRaEvyyWwBYFifWhhvMZfLZTmhzwsJWMnSoKqWB4fSiKl&id=100059551808655;CNN International;54;124;10;China’s People’s Liberation Army said it launched joint military drills involving the army, navy, air force and rocket force in areas around Taiwan at 7.45 a.m. on Thursday.;CNN International;;0
James Wu;China is an aggressor and biggest bully in Asia, does not respect international law, Everything is an excuse for their expansionist ambitions, They also want the entire South Sea and Taiwan Strait, to themselves. What a disgusting bad bully country! China said don't war and they call for international peace but It always bullies and coercion neighbors Taiwan. what’s this barbarian logics…the cost of invading Taiwan will be enormous.;2024-05-22T20:00:00;;;;;;2024-05-23T08:31:01;https://facebook.com/story.php?story_fbid=pfbid0HDYxDtFyDswmUatSR1NyVRaEvyyWwBYFifWhhvMZfLZTmhzwsJWMnSoKqWB4fSiKl&id=100059551808655;CNN International;54;124;10;China’s People’s Liberation Army said it launched joint military drills involving the army, navy, air force and rocket force in areas around Taiwan at 7.45 a.m. on Thursday.;CNN International;;0
Ufondu Tagbo;Why do countries carry out military drills? War is looming!;2024-05-22T20:00:00;;;;;;2024-05-23T08:31:01;https://facebook.com/story.php?story_fbid=pfbid0HDYxDtFyDswmUatSR1NyVRaEvyyWwBYFifWhhvMZfLZTmhzwsJWMnSoKqWB4fSiKl&id=100059551808655;CNN International;54;124;10;China’s People’s Liberation Army said it launched joint military drills involving the army, navy, air force and rocket force in areas around Taiwan at 7.45 a.m. on Thursday.;CNN International;;0
Pat Mc Ginley;"Humanity's enemy isn't Russia, China, Iran or North Korea, etc. It is the corporate-contr
olled US. Driven by insatiable greed and with 800+ military installations in 140+ countries worldwide, the corporate-contr
olled US Empire has a shameful history of toppling elected presidents who can't be bought. Empires never settle for anything less than total ownership and control of the world's natural, human and financial resources. This makes the US the main instigator of wars and terrorism worldwide. Humanity urgently needs real democracy in the corporate-contr
olled U.S., fraudulently disguised as 'democracy'. The 20 year-long Princeton University research in 2014 revealed/
confirmed the US is not a democracy or a republic. It's corporate-contr
olled and serves the corporations not the people. https://
www.washingtonti
mes.com/news/
2014/apr/21/
americas-oligarc
hy-not-democrac
y-or-republic-u
nive/";2024-05-22T21:00:00;;;;;;2024-05-23T08:31:01;https://facebook.com/story.php?story_fbid=pfbid0HDYxDtFyDswmUatSR1NyVRaEvyyWwBYFifWhhvMZfLZTmhzwsJWMnSoKqWB4fSiKl&id=100059551808655;CNN International;54;124;10;China’s People’s Liberation Army said it launched joint military drills involving the army, navy, air force and rocket force in areas around Taiwan at 7.45 a.m. on Thursday.;CNN International;;0
Rodelio Velasco;United States done their part, now its China's turn. It is called quits. Don't cry like a baby if Russia or China done their drills.;2024-05-22T19:00:00;;;;;;2024-05-23T08:31:01;https://facebook.com/story.php?story_fbid=pfbid0HDYxDtFyDswmUatSR1NyVRaEvyyWwBYFifWhhvMZfLZTmhzwsJWMnSoKqWB4fSiKl&id=100059551808655;CNN International;54;124;10;China’s People’s Liberation Army said it launched joint military drills involving the army, navy, air force and rocket force in areas around Taiwan at 7.45 a.m. on Thursday.;CNN International;;0
Abdulaziz Ali;Hopeless USA igniting war worldwide due to China dominating global economy and unable to compete, debet increasing from time to time (where debet is spending more than income) USA policy is clear to remain world leader or destruction for all using nuclear war.;2024-05-22T20:00:00;;;;;;2024-05-23T08:31:01;https://facebook.com/story.php?story_fbid=pfbid0HDYxDtFyDswmUatSR1NyVRaEvyyWwBYFifWhhvMZfLZTmhzwsJWMnSoKqWB4fSiKl&id=100059551808655;CNN International;54;124;10;China’s People’s Liberation Army said it launched joint military drills involving the army, navy, air force and rocket force in areas around Taiwan at 7.45 a.m. on Thursday.;CNN International;;0
Ereng E Davids;They'll still blame NATO for expansionism and average Europeans will buy the idea. 😂;2024-05-22T23:00:00;;;;;;2024-05-23T08:31:01;https://facebook.com/story.php?story_fbid=pfbid0HDYxDtFyDswmUatSR1NyVRaEvyyWwBYFifWhhvMZfLZTmhzwsJWMnSoKqWB4fSiKl&id=100059551808655;CNN International;54;124;10;China’s People’s Liberation Army said it launched joint military drills involving the army, navy, air force and rocket force in areas around Taiwan at 7.45 a.m. on Thursday.;CNN International;;0
Ehab Elkhawad;China has no EXPERIENCE in modern wars not even in past centuries wars, just inside conflicts.;2024-05-22T20:00:00;;;;;;2024-05-23T08:31:01;https://facebook.com/story.php?story_fbid=pfbid0HDYxDtFyDswmUatSR1NyVRaEvyyWwBYFifWhhvMZfLZTmhzwsJWMnSoKqWB4fSiKl&id=100059551808655;CNN International;54;124;10;China’s People’s Liberation Army said it launched joint military drills involving the army, navy, air force and rocket force in areas around Taiwan at 7.45 a.m. on Thursday.;CNN International;;0
Taurai Musizvingoza;Just to keep the US busy and soon it will condem, and its only what can the US offers;2024-05-22T20:00:00;;;;;;2024-05-23T08:31:01;https://facebook.com/story.php?story_fbid=pfbid0HDYxDtFyDswmUatSR1NyVRaEvyyWwBYFifWhhvMZfLZTmhzwsJWMnSoKqWB4fSiKl&id=100059551808655;CNN International;54;124;10;China’s People’s Liberation Army said it launched joint military drills involving the army, navy, air force and rocket force in areas around Taiwan at 7.45 a.m. on Thursday.;CNN International;;0
Gerson Suaznabar;At the end aggressors will never end well. Fact;2024-05-22T20:00:00;;;;;;2024-05-23T08:31:01;https://facebook.com/story.php?story_fbid=pfbid0HDYxDtFyDswmUatSR1NyVRaEvyyWwBYFifWhhvMZfLZTmhzwsJWMnSoKqWB4fSiKl&id=100059551808655;CNN International;54;124;10;China’s People’s Liberation Army said it launched joint military drills involving the army, navy, air force and rocket force in areas around Taiwan at 7.45 a.m. on Thursday.;CNN International;;0
